タイトル,年月,サービス終了日,売上予測（円）
モバサカ CHAMPIONS MANAGER,2020/10,2023/02/28,11360000
モバサカ CHAMPIONS MANAGER,2020/09,2023/02/28,25770000
モバサカ CHAMPIONS MANAGER,2020/08,2023/02/28,13590000
モバサカ CHAMPIONS MANAGER,2020/07,2023/02/28,16690000
モバサカ CHAMPIONS MANAGER,2020/06,2023/02/28,12680000
モバサカ CHAMPIONS MANAGER,2020/05,2023/02/28,17640000
モバサカ CHAMPIONS MANAGER,2020/04,2023/02/28,17620000
モバサカ CHAMPIONS MANAGER,2020/03,2023/02/28,11540000
モバサカ CHAMPIONS MANAGER,2020/02,2023/02/28,12260000
モバサカ CHAMPIONS MANAGER,2020/01,2023/02/28,20360000
モバサカ CHAMPIONS MANAGER,2021/12,2023/02/28,30080000
モバサカ CHAMPIONS MANAGER,2021/11,2023/02/28,28140000
モバサカ CHAMPIONS MANAGER,2021/10,2023/02/28,25750000
モバサカ CHAMPIONS MANAGER,2021/09,2023/02/28,8250000
モバサカ CHAMPIONS MANAGER,2021/08,2023/02/28,17700000
モバサカ CHAMPIONS MANAGER,2021/07,2023/02/28,23870000
モバサカ CHAMPIONS MANAGER,2021/06,2023/02/28,20830000
モバサカ CHAMPIONS MANAGER,2021/05,2023/02/28,16620000
モバサカ CHAMPIONS MANAGER,2021/04,2023/02/28,11830000
モバサカ CHAMPIONS MANAGER,2021/03,2023/02/28,24650000
モバサカ CHAMPIONS MANAGER,2021/02,2023/02/28,15700000
モバサカ CHAMPIONS MANAGER,2021/01,2023/02/28,18710000
モバサカ CHAMPIONS MANAGER,2022/12,2023/02/28,18150000
モバサカ CHAMPIONS MANAGER,2022/11,2023/02/28,24440000
モバサカ CHAMPIONS MANAGER,2022/10,2023/02/28,21230000
モバサカ CHAMPIONS MANAGER,2022/09,2023/02/28,25430000
モバサカ CHAMPIONS MANAGER,2022/08,2023/02/28,22290000
モバサカ CHAMPIONS MANAGER,2022/07,2023/02/28,23860000
モバサカ CHAMPIONS MANAGER,2022/06,2023/02/28,23640000
モバサカ CHAMPIONS MANAGER,2022/05,2023/02/28,28550000
モバサカ CHAMPIONS MANAGER,2022/04,2023/02/28,26490000
モバサカ CHAMPIONS MANAGER,2022/03,2023/02/28,29920000
モバサカ CHAMPIONS MANAGER,2022/02,2023/02/28,28150000
モバサカ CHAMPIONS MANAGER,2022/01,2023/02/28,33310000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2018/12,2024/07/30,9540000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2018/11,2024/07/30,12620000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2018/10,2024/07/30,6000000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2018/09,2024/07/30,3500000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2018/08,2024/07/30,10550000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2018/07,2024/07/30,22860000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2018/06,2024/07/30,15020000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2018/05,2024/07/30,7670000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2018/04,2024/07/30,17390000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2018/03,2024/07/30,14940000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2018/02,2024/07/30,25450000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2018/01,2024/07/30,14300000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2019/12,2024/07/30,28630000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2019/11,2024/07/30,27530000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2019/10,2024/07/30,31950000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2019/09,2024/07/30,36340000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2019/08,2024/07/30,42070000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2019/07,2024/07/30,45790000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2019/06,2024/07/30,19630000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2019/05,2024/07/30,16440000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2019/04,2024/07/30,11040000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2019/03,2024/07/30,51330000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2019/02,2024/07/30,33110000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2019/01,2024/07/30,43440000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2020/12,2024/07/30,40250000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2020/11,2024/07/30,28830000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2020/10,2024/07/30,25090000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2020/09,2024/07/30,26730000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2020/08,2024/07/30,31940000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2020/07,2024/07/30,30360000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2020/06,2024/07/30,26220000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2020/05,2024/07/30,32100000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2020/04,2024/07/30,28860000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2020/03,2024/07/30,53810000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2020/02,2024/07/30,33470000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2020/01,2024/07/30,31840000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2021/12,2024/07/30,37210000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2021/11,2024/07/30,32030000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2021/10,2024/07/30,32210000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2021/09,2024/07/30,37730000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2021/08,2024/07/30,41810000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2021/07,2024/07/30,30800000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2021/06,2024/07/30,33060000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2021/05,2024/07/30,35570000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2021/04,2024/07/30,33920000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2021/03,2024/07/30,66240000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2021/02,2024/07/30,38350000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2021/01,2024/07/30,32240000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2022/12,2024/07/30,27250000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2022/11,2024/07/30,23550000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2022/10,2024/07/30,24450000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2022/09,2024/07/30,25040000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2022/08,2024/07/30,28840000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2022/07,2024/07/30,25280000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2022/06,2024/07/30,27850000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2022/05,2024/07/30,27910000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2022/04,2024/07/30,29840000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2022/03,2024/07/30,40970000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2022/02,2024/07/30,27650000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2022/01,2024/07/30,33710000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2023/12,2024/07/30,2960000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2023/11,2024/07/30,4610000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2023/10,2024/07/30,8350000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2023/09,2024/07/30,10870000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2023/08,2024/07/30,13680000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2023/07,2024/07/30,15160000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2023/06,2024/07/30,14870000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2023/05,2024/07/30,17120000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2023/04,2024/07/30,22260000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2023/03,2024/07/30,31740000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2023/02,2024/07/30,22340000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2023/01,2024/07/30,24780000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2024/05,2024/07/30,3260000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2024/03,2024/07/30,9560000
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2024/02,2024/07/30,3120000
